Character,Dialogue,EpisodeNo,SEID,Season
GEORGE,He's got Marlon Brando's. I could go to Marlon Brando's house if I really wanted.,6,S04E06,4
GEORGE,"Course, I wouldn't, I mean uh, the guy is uh, well obviously (to Cynthia, as she passes) the guy has his problems.",6,S04E06,4
RUSSELL,"So, what's the surprise? You wanna talk about the show?",6,S04E06,4
GEORGE,"Well, you know, it's really very funny, because you know what we got here, really? We really, really, just have a terrible misunderstanding. You see, when I passed on the deal, I thought that's what Jerry wanted me to say. Y'know, I, I misinterpreted.",6,S04E06,4
CYNTHIA,"(bored) Russell, where's the TV Guide.",6,S04E06,4
GEORGE,"Oh, what time is it? Eight thirty? I'll tell you what's on. You got Major Dad, Blossom, very funny programme...",6,S04E06,4
RUSSELL,Blossom's on Monday.,6,S04E06,4
GEORGE,"Are you sure? Oh, look who I'm talking to. The president of NBC. (forced laughter)",6,S04E06,4
RUSSELL,"Look Mister Costanza, it's too late now anyway. I already made a deal with another writing team.",6,S04E06,4
GEORGE,"(worried) Alright, alright. Look, we're people, you and me, huh? Businessmen. Colleagues, if I may. Let's not quibble. We'll do it for the thirteen thousand. Thirteen thousand, and I never came up here, we never talked, alright. You take good care. (moving past Russell toward the door) It was nice seeing you again, and nice meeting you. (to Cynthia) Cynthia, right?",6,S04E06,4
RUSSELL,"Alright, now look. These deals are already made.",6,S04E06,4
GEORGE,"Awright, lemme just say this. Ten thousand dollars, alright, and now I'm going below what you wanted to pay. You have your dinner, have your veal, or whatever it is. Enjoy...",6,S04E06,4
RUSSELL,Mister Costanza.,6,S04E06,4
GEORGE,"Alright, that's it. Alright, good, eight thousand dollars. (to Cynthia) Cynthia, again, nice meeting you. Have I commented on the shoes? I love suede, it's so thick and rich. Did you ever, you ever rub it against the grain? Alright, anyway...",6,S04E06,4
CYNTHIA,"(bored, frustrated) Russell, can we eat?",6,S04E06,4
RUSSELL,(to George) Alright. Eight thousand.,6,S04E06,4
GEORGE,(pleased) You've made Jerry very happy.,6,S04E06,4
GEORGE,May I just use your bathroom for a moment?,6,S04E06,4
JERRY,"Alright, two hundred, but that's as high as I can go. I really think you're being unreasonable here!",6,S04E06,4
LEO,"Jerry, I'd give you the watch. It's not the money, I happen to like it.",6,S04E06,4
JERRY,"Look, I happen to know how much that watch cost. It's a sixty dollar watch, you paid forty to get it fixed. That's a hundred dollars. I'm offering you two hundred!",6,S04E06,4
LEO,(indicating) I've never seen a band like this.,6,S04E06,4
JERRY,"Aww, right. Three hundred, plus fifty for the repair. Three fifty, that's it!",6,S04E06,4
LEO,You have it on you?,6,S04E06,4
JERRY,"Yeah, I think I do.",6,S04E06,4
JERRY,(under his breath) This is unbelievable.,6,S04E06,4
MORTY,What the hell is going on here?,6,S04E06,4
KRAMER,"Well, it uh, (offering his hand) it's a pleasure to meet you.",6,S04E06,4
RESTON,(shaking hands) Thank you for coming in.,6,S04E06,4
KRAMER,Thank you.,6,S04E06,4
RESTON,"Please, sit down.",6,S04E06,4
KRAMER,(quiet) Okay.,6,S04E06,4
RESTON,"Could I offer you something to drink. Uhm, coffee? Anything?",6,S04E06,4
KRAMER,"Okay uh, yeah. I'll have a uh, you have a decaf cappuccino?",6,S04E06,4
RESTON,I don't think we have that.,6,S04E06,4
KRAMER,"Well, that's a little strange.",6,S04E06,4
RESTON,"Uh, why does that surprise you?",6,S04E06,4
KRAMER,"Well, it's uh, it's a very popular drink",6,S04E06,4
RESTON,This is an office.,6,S04E06,4
KRAMER,"That's true. But, you know, I can't help but think that uh...",6,S04E06,4
RESTON,(interrupting) So tell me Mister Kramer...,6,S04E06,4
KRAMER,"...Okay, yes, shoot.",6,S04E06,4
RESTON,"Tell me all about uh, you and Elaine.",6,S04E06,4
KRAMER,"Oh, alrighty uh...",6,S04E06,4
KRAMER,"Well, what we have here, doctor, is uhm, an extraordinary situation.",6,S04E06,4
RESTON,Is it?,6,S04E06,4
KRAMER,"Oh, you better believe it.",6,S04E06,4
DAVOLA,(singing) '...Travelling along...',6,S04E06,4
ELAINE/DAVOLA,"'...singing a song, side by side...'",6,S04E06,4
ELAINE,Wow. You really have a terrible voice.,6,S04E06,4
DAVOLA,Do I know you?,6,S04E06,4
ELAINE,"Uhh, I don't think so.",6,S04E06,4
DAVOLA,'Cos you really look familiar.,6,S04E06,4
ELAINE,"Oh, well maybe you've seen me. My face is on uhm, Mount",6,S04E06,4
DAVOLA,"Oh yes, of course, that's it. I guess I'm just used to seeing it on a much larger scale.",6,S04E06,4
ELAINE,"Oh yeah, right. I replaced uh, Teddy Roosevelt.",6,S04E06,4
DAVOLA,Oh really.,6,S04E06,4
ELAINE,Umm. Trustbuster. Bust this.,6,S04E06,4
KRAMER,"You know, I never thought of it like that before, doctor. (points) You, are absolutely right.",6,S04E06,4
RESTON,I'm glad we agree.,6,S04E06,4
KRAMER,"(reaching in pocket) Hey, would you like a cigar? Y'know, they're Cubans.",6,S04E06,4
RESTON,I'd love one.,6,S04E06,4
KRAMER,"Yeah. You know, I think Elaine is a wonderful woman. You two are gonna make a wonderful couple.",6,S04E06,4
RESTON,"If you ever feel, a need to talk to someone...",6,S04E06,4
KRAMER,(lighting Dr Reston's cigar) Uh huh.,6,S04E06,4
RESTON,...About anything. You have my number.,6,S04E06,4
KRAMER,"(lighting his own cigar) Well, that's very kind of you.",6,S04E06,4
KRAMER,"Mmm, these are good, huh?",6,S04E06,4
KRAMER,(quiet) Oh.,6,S04E06,4
ELAINE,"I cannot believe I'm doing this. I never meet people like this. You're not a nut, are you?",6,S04E06,4
DAVOLA,"No, I don't think so.",6,S04E06,4
JERRY,I can't believe I'm doing this. I never do stuff like this.,6,S04E06,4
NAOMI,(joking) Really? I give out my number to just about every customer who comes in here.,6,S04E06,4
JERRY,Oh. (chuckles) Really? You don't seem that desperate.,6,S04E06,4
NAOMI,"(playing it straight) Oh yeah. Actually, I'm a little disappointed. I kind of had my eye on uncle Leo.",6,S04E06,4
JERRY,"Uh huh. Well uh, I'll give you a call, and thanks for the fish. By the way, you know why fish are so thin?",6,S04E06,4
NAOMI,Why?,6,S04E06,4
JERRY,They eat fish.,6,S04E06,4
KRAMER,Hey.,6,S04E06,4
ELAINE,What happened? What took you so long?,6,S04E06,4
KRAMER,"Hey, he's a terrific guy.",6,S04E06,4
ELAINE,Wha...? What are you talking about? What'd he say?,6,S04E06,4
KRAMER,"Well, we talked about a lot of things.",6,S04E06,4
ELAINE (O.C.),You talked about a lot of things? Well...,6,S04E06,4
KRAMER (O.C.),Yeah.,6,S04E06,4
ELAINE (O.C.),Did you talk about us?,6,S04E06,4
DAVOLA (O.C.),I'm in love. I just met her outside in the street. Her,6,S04E06,4
RESTON (O.C.),Did you say Elaine?,6,S04E06,4
JERRY,"How come the psychiatrist, every, the hour is only fifty minutes? Wha, what do they do with that ten minutes that they have left? Do they just sit there going, ""Boy, that guy was crazy. I couldn't believe the things he was saying. What a nut! Who's coming in next? Oh, no, another headcase!""",6,S04E06,4
MORTY,You shoulda told me it didn't work.,6,S04E06,4
JERRY,"I know, I know.",6,S04E06,4
HELEN,You didn't have to throw it out.,6,S04E06,4
JERRY,"I was always late. It was frustrating me. I'm sorry, I really am.",6,S04E06,4
HELEN,"Oh, that must be Leo.",6,S04E06,4
JERRY,I woulda taken you to the airport.,6,S04E06,4
HELEN,He has nothing to do.,6,S04E06,4
JERRY,Neither do I. (to intercom) Yeah?,6,S04E06,4
GEORGE (O.S.),It's George.,6,S04E06,4
JERRY,Come on up. (to parents) It's George.,6,S04E06,4
MORTY,"Oh, it's George.",6,S04E06,4
HELEN,What ever happened with NBC and the deal?,6,S04E06,4
JERRY,"Ah, George turned it down.",6,S04E06,4
HELEN,He turned it down?,6,S04E06,4
JERRY,Yeah.,6,S04E06,4
HELEN,Why did he do that?,6,S04E06,4
JERRY,Because of Ted Danson.,6,S04E06,4
HELEN,What does Ted Danson have to do with it?,6,S04E06,4
MORTY,Maybe he doesn't like Ted Danson.,6,S04E06,4
JERRY,"(fetching a drink from the fridge) Hey, who knows, maybe we'll wind up getting more money.",6,S04E06,4
GEORGE,(to Jerry) Hey.,6,S04E06,4
MORTY,"Hey, Georgie-boy, how are ya?",6,S04E06,4
GEORGE,"Hey, Mr Seinfeld. (shakes Morty's hand) Hey, Mrs Seinfeld. How are you?",6,S04E06,4
HELEN,What's the matter with you?,6,S04E06,4
GEORGE,What'd I do?,6,S04E06,4
JERRY,What about NBC? Did you hear anything?,6,S04E06,4
GEORGE,"Yeah, as a matter of fact, I did.",6,S04E06,4
GEORGE,We got a deal.,6,S04E06,4
MORTY/HELEN/JERRY,(simultaneous) Hey!/That's wonderful!/We got a deal!,6,S04E06,4
JERRY,Heyy! Terrific.,6,S04E06,4
MORTY,"You see, he had the right idea. Hold out. That's how you get the big money, huh George? (slaps George on the shoulder)",6,S04E06,4
GEORGE,"Uh, please, Morty.",6,S04E06,4
MORTY,"No, no, no. He knows how to talk to these people. No-one's gonna take advantage of Georgie. (slaps George's shoulder again)",6,S04E06,4
GEORGE,I'm just happy to be working with your talented son...,6,S04E06,4
JERRY,Aww...,6,S04E06,4
GEORGE,...Who's not doing this for the money.,6,S04E06,4
JERRY,...C'mon.,6,S04E06,4
GEORGE,You have no idea how refreshing that is.,6,S04E06,4
JERRY,So what'd we get?,6,S04E06,4
GEORGE,(big smile) Eight thousand dollars.,6,S04E06,4
JERRY,Beautiful!,6,S04E06,4
GEORGE,"(quietly) That's uh, for the two of us.",6,S04E06,4
HELEN,Four thousand apiece?,6,S04E06,4
JERRY,"Lemme see if I understand this. In other words, you held out",6,S04E06,4
GEORGE,"I was wrong, you were right.",6,S04E06,4
JERRY,"You know, the basic idea of negotiation, as I understand it, is to get your price to go... up.",6,S04E06,4
GEORGE,"You're smart, I'm dumb.",6,S04E06,4
JERRY,"You know, this is how they negotiate in the bizarro world.",6,S04E06,4
HELEN,That's gotta be Leo.,6,S04E06,4
JERRY,(to intercom) Yeah?,6,S04E06,4
LEO (O.C.),Leo.,6,S04E06,4
JERRY,"Alright, we're coming down.",6,S04E06,4
MORTY,"Alright, let's get going.",6,S04E06,4
JERRY,"Dad, before we go, I got a little something for you.",6,S04E06,4
JERRY,A present.,6,S04E06,4
MORTY,A present?,6,S04E06,4
MORTY,"Hey! Look at this, a wallet. Exactly what I needed, y'see.",6,S04E06,4
JERRY,"C'mon, you lost your wallet, I figured I'd get you another one.",6,S04E06,4
HELEN,I hope you didn't spend too much on that.,6,S04E06,4
MORTY,I wanna tell you. This is one of the most thoughtful gifts anyone's ever given me.,6,S04E06,4
HELEN,"He's something, you son, isn't he?",6,S04E06,4
JERRY,"Ah hah, alright, let's go.",6,S04E06,4
MORTY,You're a terrific kid.,6,S04E06,4
JERRY,Okay.,6,S04E06,4
GEORGE,"Yeah, he's something, isn't he?",6,S04E06,4
HELEN,How could anybody not like you?,6,S04E06,4
GEORGE,(to Jerry) You're very special.,6,S04E06,4
JERRY,"(pointedly) Yeah, I'm good for about four thousand dollars.",6,S04E06,4
LEO,"Hey, let's go! It's twelve (checks watch) uh, twelve twenty-two.",6,S04E06,4
MORTY,"Alright, Leo.",6,S04E06,4
JERRY,"Hey, uncle Leo.",6,S04E06,4
LEO,"Hi, hi...",6,S04E06,4
JERRY,How you doing?,6,S04E06,4
JERRY,This is some beautiful parking spot you got here.,6,S04E06,4
LEO,"Yeah, I hate to give it up.",6,S04E06,4
JERRY,"Yeah. Hey, dad, you sure you don't need any more money?",6,S04E06,4
MORTY,Jerry!,6,S04E06,4
JERRY,"Alright, I'm just joking. Listen, have a nice trip.",6,S04E06,4
HELEN,"(hugging Jerry) Bye bye, Jerry.",6,S04E06,4
GEORGE,"Bye Mrs Seinfeld, take care.",6,S04E06,4
MORTY,Bye bye. (hugging Jerry) Thanks again for the wallet.,6,S04E06,4
GEORGE,"(shaking hands with Morty) Morty, always a pleasure.",6,S04E06,4
JERRY,Take care now. So long.,6,S04E06,4
GEORGE,"Yeah, like he was really gonna take your money.",6,S04E06,4
JERRY,"Oh, he took it. I put four hundred dollars in the new wallet.",6,S04E06,4
GEORGE,You're kidding.,6,S04E06,4
JERRY,"He lost all that cash. It was the only way I could give it back to him, otherwise he wouldn't accept it.",6,S04E06,4
GEORGE,"Man, would I like to see the look on his face.",6,S04E06,4
MORTY,You believe this?,6,S04E06,4
HELEN,What?,6,S04E06,4
MORTY,(indicates the new wallet) It's velcro.,6,S04E06,4
HELEN,You're kidding.,6,S04E06,4
MORTY,Who needs this?,6,S04E06,4
MORTY,"Leo, let's go.",6,S04E06,4
JERRY,"...main difference between the women's wallet and the man's wallet, is the photo section. True? Women carry with them a photograph of every person they've ever met, every day in their whole lives, since the beginning of time. And every picture is out of date. You know what I mean? It's, ""Here's my cousin, three years old. She's in the marines now."" ""This is my dog. He died during the Johnson administration."" You know. You get stopped by a cop, no licence, no registration, (waves imaginary wallet) ""Here's fifty-six people that know me."" Cop goes. ""Alright, ma'am, just wanted to make sure you had some friends, move it along. Routine pal check.""",6,S04E06,4
JERRY,"Have you ever called someone up, and you're disappointed when they answer the phone? You wanted the machine. You know, and you're always kind of thrown off, (left hand up to side of face, pretending its a receiver) you go ""Oh, I eh, I - I didn't know you were there, I ah - just wanted to leave a message saying, sorry I missed you.""",7,S04E07,4
JERRY,Well this is it.,7,S04E07,4
NAOMI,"Oh, this is nice. Thanks again for the Chinese food.",7,S04E07,4
JERRY,"Oh, you're welcome. You know I think I ate too much of that garlic.",7,S04E07,4
NAOMI,"Yeah, me too.",7,S04E07,4
JERRY,"No, I ate the whole plate. I didn't know those little things were garlic. I thought they were peanuts.",7,S04E07,4
NAOMI,"(laughs) - Nnnhhahahahahahahahahahahahahaha (obnoxious laugh). Oh, you know what? I think Naked Gun is on. Oh I've seen it. I laughed through that whole thing. You wanna watch?",7,S04E07,4
JERRY,"No, I mean, I don't think so.",7,S04E07,4
NAOMI,I thought you liked to laugh. I thought you were happy go lucky.,7,S04E07,4
JERRY,"No, no, no. I'm not happy, I'm not lucky, and I don't go. If anything I'm sad stop unlucky.",7,S04E07,4
NAOMI,Ahahahahahahahahaha.,7,S04E07,4
JERRY,That's not funny Naomi.,7,S04E07,4
NAOMI,Ah hahahaha. (points at Jerry),7,S04E07,4
JERRY,"I didn't mean to be funny there. Why don't you check the TV guide. I think uh, Holocaust is on.",7,S04E07,4
GEORGE,"(on the answering machine) Jerry, it's George. Hey, hey are you all set for the weekend. This is going to be great. You're going to have a great time with Naomi.",7,S04E07,4
GEORGE,"(con't) All right, you know she's got that laugh. What did you say? It's like Elmer Fudd sitting on a juicer?",7,S04E07,4
GEORGE,"(con't) A-Anyway, I was thinking we would take two cars up to the cabin and that way if one of wanted to stay you know...",7,S04E07,4
JERRY,This thing has never worked right. (holding the machine in his hand),7,S04E07,4
NAOMI,"You think I, laugh like Elmer Fudd sitting on a juicer?",7,S04E07,4
JERRY,"Well, first of all Elmer Fudd is one of the most beloved internationally known cartoon characters of all time. ""I'm going to kill that cwazy wabbit ... hahahahahaaa "" Come on. Not only that, a juicer is one of the healthiest ways ... (Naomi exits) it makes the juice ... it extracts the-the pulp and-and-and the vitamins, for-for long life and-and-and vitality.",7,S04E07,4
JERRY,How could you leave a message like that on my machine.?,7,S04E07,4
GEORGE,Well how could you just play your message in front of anybody?,7,S04E07,4
JERRY,Because I didn't think anyone would leave it!,7,S04E07,4
GEORGE,"Well, I didn't think anyone would play it.",7,S04E07,4
JERRY,"Well, now she's not going away for this weekend.",7,S04E07,4
GEORGE,"What do you mean not goin'? Come on, we got plans here. Call her up.",7,S04E07,4
JERRY,"Nah, it's better anyway. I mean really. What was going to happen? I'm a comedian. How can I go out with a girl with a laugh like that? I mean izz-it's like ah, it's like Coco Chanel goin' out with a fish monger. You know, cause she's with all the perfumes and a fish monger's pretty bad smell.",7,S04E07,4
GEORGE,Wh-Well maybe you should ask Elaine.,7,S04E07,4
JERRY,"Yeah but if I ask Elaine, then Kramer will feel slighted.",7,S04E07,4
GEORGE,"Oh no no no no, don't say anything to Kramer. Susan can't stand him. He vomited all over her.",7,S04E07,4
JERRY,"Yeah, .. wait a minute do you smell smoke?",7,S04E07,4
KRAMER,Hmm.,7,S04E07,4
JERRY,"Ah, Kramer.",7,S04E07,4
KRAMER,"Hello boys, (in an Irish accent) top of the morning to ya. What do you say?",7,S04E07,4
JERRY,Will you put that thing out before you start another fire. You had to give him a box of cigars.,7,S04E07,4
KRAMER,"So, what are you guys doin' this weekend?",7,S04E07,4
JERRY and GEORGE,"uh uh, we're uh ..",7,S04E07,4
KRAMER,Because I'm going to be playing golf at the Westchester country club. Mmh.,7,S04E07,4
JERRY,Westchester? Isn't that a private club?,7,S04E07,4
KRAMER,"Oh, that's right buddy. It's private. It's very private. But I met the pro at the golf shop up on 49th St. -- I gave him one of these Cubans and he invites me up to play a free round ... then he says anytime I lay one of these babies on him it's going to be the same deal. Ha ha. Idn't that beautiful.",7,S04E07,4
JERRY,"and GEORGE Ye, hu, um Ye,",7,S04E07,4
KRAMER,"Man, I'm going to be hitting the links all weekend. Ffoooo (Taking an imaginary swing, he makes the sound of a golf ball being hit)",7,S04E07,4
GEORGE,"Gee, that's-that's too bad.",7,S04E07,4
JERRY,"Yeah, too bad.",7,S04E07,4
KRAMER,Why? What wa?,7,S04E07,4
GEORGE,"Well, cause we were just saying we were going to ask you to come up to the country with us this weekend. Susan's father has a cabin up there. But, eh, all right, well.",7,S04E07,4
KRAMER,"Well, what, they got any golf courses up there?",7,S04E07,4
JERRY and GEORGE,"No, no, no, no, no, no, no.",7,S04E07,4
GEORGE,"No, no that's ah, that's pie country.",7,S04E07,4
JERRY,Yeah,7,S04E07,4
GEORGE,"Yeah, they eh, they do a lot of baking up there.",7,S04E07,4
KRAMER,Uh huh.,7,S04E07,4
JERRY,"They sell them by the side of the road. Blueberry, Blackberry ....",7,S04E07,4
GEORGE,"Blackberry, Boysenberry ...",7,S04E07,4
JERRY,"Boysenberry, Huckleberry ...",7,S04E07,4
GEORGE,"Huckleberry, Raspberry...",7,S04E07,4
JERRY,"Raspberry, Strawberry ...",7,S04E07,4
GEORGE,"Strawberry, Cranberry ...",7,S04E07,4
JERRY,Peach.,7,S04E07,4
ELAINE,I don't know.,7,S04E07,4
JERRY,Come on. I don't want to tag along with George and Susan. If you're there it'll be a better group.,7,S04E07,4
ELAINE,What's that?,7,S04E07,4
JERRY,"Ah, it's an autographed picture for my dry cleaner. I never know what to write on these things. I hate doin' this.",7,S04E07,4
ELAINE,"""I'm very imPRESSED""? ... Ah you mean pressed caus' its like a dry cleaner?",7,S04E07,4
JERRY,"Yeah, see that's why I hate it. So, come on, you going to go?",7,S04E07,4
ELAINE,Well what about the sleeping arrangements? In the Cabin!,7,S04E07,4
JERRY,"Well, um same bed ...",7,S04E07,4
ELAINE,uh huh (very quietly),7,S04E07,4
JERRY,".. and uh, underwear and a tee shirt.",7,S04E07,4
ELAINE,What about me?,7,S04E07,4
JERRY,Well you'd be naked of course.,7,S04E07,4
ELAINE,"Uh, that's, ...",7,S04E07,4
MEL,"Excuse me, Jerry Seinfeld?",7,S04E07,4
JERRY,Yeah.,7,S04E07,4
MEL,"My name's Sanger, Mel Sanger.",7,S04E07,4
JERRY,Hi.,7,S04E07,4
MEL,I drive that truck out there.,7,S04E07,4
JERRY,"Oh, the Yoo Hoo?",7,S04E07,4
MEL,Yeah.,7,S04E07,4
JERRY,I love Yoo Hoo.,7,S04E07,4
MEL,"Yes, it's a fine product. Anyway I saw you on the Tonight Show a couple weeks ago. I was watching the show with my son Donald. He's got this rare immune deficiency in his blood ... the damnedest thing. Doctors say he has to live in a plastic bubble. Can you imagine that? A bubble.",7,S04E07,4
JERRY,A bubble?,7,S04E07,4
ELAINE,A bubble?,7,S04E07,4
MEL,"Yes, a bubble!",7,S04E07,4
MEL,Do you mind? May I?,7,S04E07,4
ELAINE,"Oh, sure.",7,S04E07,4
MEL,"Ah, It'd break your heart seein' him in there. It's like a prisoner. No friends - just his mother and me. And I'm out there six days a week haulin' Yoo Hoo. We have sacrificed everything. All for the sake of our little ... bubble boy.",7,S04E07,4
MEL,"(in tears) Excuse me, I ah ...",7,S04E07,4
ELAINE,Oh right here (giving out paper napkins to Mel and Jerry and herself),7,S04E07,4
MEL,"Excuse me, anyway we were watching ya on TV.",7,S04E07,4
JERRY,You get in the bubble with him?,7,S04E07,4
MEL,No. He can see through the bubble. It's plastic.,7,S04E07,4
JERRY,"Oh, I thought it was like an igloo.",7,S04E07,4
MEL,"No, it's clear.",7,S04E07,4
JERRY,Ah ha.,7,S04E07,4
ELAINE,Who has the remote? (wipes a tear from her eye),7,S04E07,4
MEL,He does.,7,S04E07,4
ELAINE,The remote goes through the bubble?,7,S04E07,4
MEL,"Yeah, he's in the bubble with the remote.",7,S04E07,4
JERRY,So you have no control over the remote?,7,S04E07,4
MEL,"No, it's frustrating.",7,S04E07,4
JERRY,Mmm,7,S04E07,4
ELAINE,"Yeah, of course, yeah. (blows her nose)",7,S04E07,4
MEL,"So anyway, you're his favorite comedian. He laughed so hard the other night we had to give him an extra shot of hemoglobin.",7,S04E07,4
JERRY,Awe... That's nice!,7,S04E07,4
MEL,"Tomorrow is his birthday and it would mean so much to him if you could find it in your heart ta' pay him a visit and, just say hello.",7,S04E07,4
JERRY,"Hu, well, tomorrow, I, ...",7,S04E07,4
ELAINE,Jerry! Of course he'd pay him a visit. You'd be happy to.,7,S04E07,4
JERRY,"Yeah, uh, Ok, uh, tomorrow uh, where da ya - where do you live, uh, up town? Upper west side?",7,S04E07,4
MEL,"No, up state.",7,S04E07,4
JERRY,Up state! Hummm.,7,S04E07,4
JERRY,He's a bubble boy.,7,S04E07,4
GEORGE,A bubble boy?,7,S04E07,4
JERRY,Yes. A bubble boy.,7,S04E07,4
SUSAN,What's a bubble boy?,7,S04E07,4
JERRY,He lives in a bubble.,7,S04E07,4
GEORGE,Boy!,7,S04E07,4
SUSAN,"Say, so what kind of a bubble? Like an igloo?",7,S04E07,4
JERRY,"No, that's what I thought but apparently it's just a big piece of plastic dividing the room.",7,S04E07,4
SUSAN,Oh.,7,S04E07,4
GEORGE,What kind of plastic do you think it is? What do you think like that dry cleaning plastic?,7,S04E07,4
JERRY,"That's no good. He wouldn't last ten minutes in there. Anyway what can I do, I promised I'd go visit him tomorrow. It's his birthday. I can't go to the cabin.",7,S04E07,4
SUSAN,"Well, where does he live?",7,S04E07,4
JERRY,"I don't know, up state, Falls, somethin'",7,S04E07,4
SUSAN,"Wait a minute, This is right on the way to the cabin.",7,S04E07,4
GEORGE,"Well all right, beautiful, so you stop in. Ya, ya visit the bubble boy for twenty minutes and then we can go.",7,S04E07,4
JERRY,You think we can do it?,7,S04E07,4
SUSAN,Oh I know exactly where this is. You can just follow us.,7,S04E07,4
JERRY,"Oh, great. Ok we'll goin' away. I think I'm excited.",7,S04E07,4
GEORGE,(laughs) hu hu.,7,S04E07,4
SUSAN,"I'm excited. Oh, you're going to love this cabin. My grandfather built it in 1947. It's it's incredible.",7,S04E07,4
JERRY,Ohh.,7,S04E07,4
GEORGE,"All right there you go. It's a '47 cabin all right. So, we'll see you tomorrow.",7,S04E07,4
JERRY,OK.,7,S04E07,4
KRAMER,"Well,",7,S04E07,4
GEORGE,"and JERRY Very nice, very nice, nice.",7,S04E07,4
KRAMER,"Well, I'm off to the links.",7,S04E07,4
GEORGE,and JERRY Yeah.,7,S04E07,4
KRAMER,"Listen, I want to thank you for the invite up state. I'm sorry I can't make it.",7,S04E07,4
GEORGE,(clears his throat),7,S04E07,4
SUSAN,The what?,7,S04E07,4
GEORGE,"Uh, nothing, lets get going. Come on. (laughs) hu hu.",7,S04E07,4
SUSAN,Did you ... (George grabs her hand),7,S04E07,4
GEORGE,"No, no, no we'll talk about it later.",7,S04E07,4
SUSAN,Is that one of the cigars my father gave you? (Susan is pulled from the apt. and Kramer looks out the door to watch them leave),7,S04E07,4
ELAINE,"Hey, what's with George and Susan? Does he actually like her?",7,S04E07,4
JERRY,"Ah, I don't know if he likes her as much as he likes it.?",7,S04E07,4
ELAINE,"Oh, that's nice!",7,S04E07,4
JERRY,What's he doing? What is his hurry?,7,S04E07,4
ELAINE,Well you know George. It's not good enough to get there. You gotta make good time.,7,S04E07,4
JERRY,I know he once went from West 81st Street to Kennedy Airport in 25 minutes.,7,S04E07,4
ELAINE,Hmhmhm (laughing quietly),7,S04E07,4
JERRY,Look at him.,7,S04E07,4
ELAINE,Hmhmhm (laughing quietly),7,S04E07,4
GEORGE,Would you stop that please. Would you just stop that?,7,S04E07,4
SUSAN,Why?,7,S04E07,4
GEORGE,"Knock it off, just sit in your seat over there you're distracting me. We're making incredible time here. I once went into Kennedy Airport from West 81st Street to in uh, in 15 minutes. hu uh. Oh, here hold this. It's uh, ten dollars for the tolls.",7,S04E07,4
JERRY,What's he doing? Is he out of his mind? Do you see him? I don't even think I see him anymore. Where is he?,7,S04E07,4
ELAINE,Isn't that blue car him?,7,S04E07,4
JERRY,"No, no that's not him. What happened to him? I can't believe it. I lost him. That stupid idiot. Now what are we going to do?",7,S04E07,4
ELAINE,It's no big deal Jerry. We'll just meet him at the bubble boy's house.,7,S04E07,4
JERRY,I don't even know where the bubble boy lives. I - I don't even remember the name of the town.,7,S04E07,4
ELAINE,"Wa',you don't have the directions?",7,S04E07,4
JERRY,"No, I was following him.",7,S04E07,4
ELAINE,How could you not take the directions?,7,S04E07,4
JERRY,"Because, HE'S my directions.",7,S04E07,4
SUSAN,I didn't see them George.,7,S04E07,4
JERRY,We make all these plans - this idiot goes a hundred miles an hour - the whole weekend's over - incredible - just like that -,7,S04E07,4
ELAINE,"Poor little bubble boy. He's sitting there waiting for you in his bubble, or igloo thing, whatever.",7,S04E07,4
JERRY,I DON'T KNOW WHAT TO DO. I DON'T KNOW WHERE I AM.,7,S04E07,4
ELAINE,Here just get off at this exit. We'll figure somethin' out.,7,S04E07,4
SUSAN,We lost them. Do you KNOW THAT. WE LOST THEM!,7,S04E07,4
GEORGE,Well it's not my fault. Seinfeld can't drive. How hard is it to follow somebody?,7,S04E07,4
SUSAN,Well now what are you gonna do?,7,S04E07,4
GEORGE,"It's fine, we'll just meet him at the bubble boy's house.",7,S04E07,4
SUSAN,Does he have the address?,7,S04E07,4
JERRY,(answering machine) Leave a message. I'll call you back. Thanks.,7,S04E07,4
NAOMI,"(on phone speaker) Hi, Jerry it's Naomi. Ah, listen, if its not too late I, changed my mind, I'd like to go to the cabin.",7,S04E07,4
KRAMER,"Wait, wai, ... ... Yeah. Hello!, Hi, Aw, this is Kramer. Yeah, I'm the next door neighbor. Aw, well you know, ah Jerry's left, uh, uh, But listen, ah, see ah, my golf game got canceled. Uh, I'm thinkin' of going up myself... They got pies and ah, I got the directions right here.",7,S04E07,4
KRAMER,So then I drive all the way up to the country club and then I find out they got a tournament goin' on. Do you mind if I smoke?,7,S04E07,4
NAOMI,No.,7,S04E07,4
KRAMER,"These are Cubans. (IN FAKE SPANISH) Maria, poquendo los scientos de estes con gleam.",7,S04E07,4
NAOMI,Ha ha ha ha ha ha ... Ha ha ha ha ha ha ... Ha haaaa,7,S04E07,4
GEORGE,I don't know of this is the house. I don't see Jerry's car anywhere.,7,S04E07,4
GEORGE,Would you stop it. (Susan playfully bites his ear lobe again) Would you quit it please. Someone is going to see us here.,7,S04E07,4
SUSAN,So what? You are SUCH a prude.,7,S04E07,4
GEORGE,"Hey, I am not a prude sweetheart. I swing with the best of them. (snapping his fingers 5 times)",7,S04E07,4
SUSAN,"Okay, Come on lets go in.",7,S04E07,4
GEORGE,What?,7,S04E07,4
SUSAN,Well we should at least tell them what happened. They might be very late if they make it at all.,7,S04E07,4
GEORGE,I can't go in there. I can't face the bubble boy.,7,S04E07,4
SUSAN,What's the matter?,7,S04E07,4
